c1	-0.015665	0.010470	-0.050634	0.118228	-0.046256	0.037272	-0.000897	-0.023007	0.033511	-0.063351
c2	-0.016489	-0.003924	-0.056823	0.110609	0.000230	0.075535	-0.011301	-0.010086	0.030633	0.007843
c3	-0.023047	-0.017088	-0.047231	0.065952	0.039632	0.049035	-0.038201	-0.016271	-0.001002	0.062070
c4	-0.018985	0.019797	-0.054873	0.098588	-0.067562	0.014677	0.021132	-0.019216	0.033774	-0.074718
c5	-0.021363	0.029118	-0.047610	0.079486	-0.065613	-0.009535	0.017209	-0.028246	0.030209	-0.077441
c6	-0.025880	0.041748	-0.035699	0.045915	-0.055477	-0.039061	0.004218	-0.023862	0.010486	-0.057874
c7	-0.023628	0.036454	-0.039859	0.060765	-0.059905	-0.028846	0.007653	-0.029913	0.018919	-0.068344
c8	-0.017190	0.016796	-0.050271	0.107752	-0.055823	0.019231	0.004616	-0.028488	0.039421	-0.078736
c9	-0.018133	-0.005705	-0.060417	0.102240	0.001258	0.074248	-0.016189	0.007127	0.020243	0.010224
c10	-0.025384	-0.019270	-0.048680	0.060056	0.042299	0.042736	-0.037578	-0.004719	-0.002654	0.052036
c11	-0.018684	-0.010580	-0.052675	0.092501	0.025424	0.066002	-0.036252	-0.007683	0.007016	0.047431
c12	-0.025923	0.042970	-0.028006	0.042788	-0.039339	-0.039682	-0.009973	-0.030525	0.006690	-0.061364
c13	-0.027231	0.045851	-0.024423	0.035934	-0.030659	-0.040532	-0.013389	-0.033196	0.011907	-0.058710
c14	-0.027354	0.046236	-0.023500	0.033931	-0.029136	-0.040892	-0.014140	-0.033106	0.014935	-0.055322
c15	-0.027651	0.046695	-0.024588	0.033040	-0.031190	-0.042202	-0.010007	-0.032818	0.008787	-0.055096
c16	-0.016211	0.002173	-0.056268	0.118098	-0.035013	0.053557	-0.018046	0.015509	0.016414	-0.023841
c17	-0.019302	0.022974	-0.048116	0.092005	-0.065391	-0.000955	0.004644	-0.012397	0.020483	-0.069028
c18	-0.025187	0.041643	-0.030324	0.046452	-0.043569	-0.039497	-0.005853	-0.033823	0.017159	-0.068742
c19	-0.019081	0.023761	-0.044570	0.088063	-0.065196	-0.005891	-0.006722	-0.014805	0.017685	-0.064226
c20	-0.025482	-0.019947	-0.040447	0.058625	0.035896	0.028682	-0.049723	-0.005954	-0.004261	0.067574
c21	-0.016805	0.013401	-0.051366	0.105469	-0.064947	0.022434	-0.014166	0.000764	0.014343	-0.054869
c22	-0.020334	-0.013719	-0.046684	0.080101	0.031513	0.051191	-0.041038	-0.005096	0.009068	0.068719
c23	-0.018833	-0.010402	-0.050892	0.092887	0.020839	0.059879	-0.042391	0.001802	-0.004874	0.046336
c24	-0.017190	0.014374	-0.050177	0.106580	-0.063311	0.015388	-0.016630	0.008124	0.005465	-0.053914
c25	-0.023524	0.036893	-0.034072	0.058736	-0.049760	-0.034620	-0.005544	-0.019651	0.012451	-0.064863
c26	-0.021443	0.030975	-0.037297	0.073683	-0.051586	-0.021946	-0.008357	-0.019771	0.009446	-0.067082
c27	-0.015949	0.011830	-0.045686	0.112484	-0.052836	0.016795	-0.033754	0.003105	0.004433	-0.045319
c28	-0.022581	0.034349	-0.035174	0.065958	-0.049531	-0.026600	-0.009646	-0.025930	0.016027	-0.069127
c29	-0.024261	0.039450	-0.028369	0.054908	-0.036393	-0.034150	-0.013356	-0.032856	0.015032	-0.075428
c30	-0.021655	0.032142	-0.034942	0.069069	-0.050112	-0.023340	-0.016558	-0.026403	0.013185	-0.063747
c31	-0.021362	0.030727	-0.037644	0.071122	-0.056455	-0.023123	-0.012520	-0.016439	0.010627	-0.063496
c32	-0.023965	-0.018115	-0.041657	0.063965	0.031360	0.032400	-0.052791	0.002138	-0.004560	0.062243
c33	-0.026489	-0.021103	-0.030891	0.048807	0.022684	0.007735	-0.062280	0.005002	-0.021117	0.056727
c34	-0.023809	0.037009	-0.032907	0.053211	-0.051737	-0.034274	-0.014396	-0.013835	-0.004829	-0.057949
c35	-0.025749	0.042698	-0.025644	0.039904	-0.035829	-0.040251	-0.015825	-0.024748	0.004636	-0.056681
c36	-0.025847	0.042291	-0.029171	0.044985	-0.042851	-0.036986	-0.011602	-0.026734	0.006961	-0.060422
c37	-0.020360	-0.008298	-0.052596	0.078140	-0.007546	0.041187	-0.047440	0.045741	-0.028183	-0.008825
c38	-0.025786	-0.020114	-0.035558	0.053877	0.024294	0.015716	-0.060699	0.014924	-0.017253	0.051564
c39	-0.027139	-0.021859	-0.031938	0.047841	0.025982	0.008247	-0.060774	0.007040	-0.010255	0.058922
c40	-0.025841	-0.020008	-0.035040	0.053830	0.022646	0.011353	-0.063865	0.014866	-0.022559	0.044432
c41	-0.027664	-0.022209	-0.028198	0.045271	0.019514	0.002757	-0.063743	0.009770	-0.010923	0.060677
c42	-0.025577	-0.019726	-0.033044	0.054050	0.019783	0.009800	-0.064251	0.018114	-0.015540	0.053235
c43	-0.027418	-0.021525	-0.025747	0.047080	0.013149	-0.003427	-0.066517	0.024654	-0.028176	0.048217
c44	-0.027755	-0.021977	-0.016419	0.047397	0.005290	-0.010542	-0.066475	0.013815	-0.021458	0.059936
c45	-0.025542	-0.019446	-0.021440	0.054571	0.003723	-0.003289	-0.069701	0.024254	-0.022752	0.055325
c46	-0.029422	-0.023320	-0.017533	0.039230	0.004407	-0.012116	-0.067133	0.024199	-0.026830	0.046834
c47	-0.028566	-0.022932	-0.019831	0.040679	0.008382	-0.009596	-0.069462	0.017122	-0.023546	0.046943
c48	-0.027907	-0.022356	-0.014775	0.041480	0.003897	-0.012229	-0.067144	0.012561	-0.019521	0.052762
c49	-0.023762	-0.017000	-0.023423	0.053619	-0.004565	-0.003868	-0.079091	0.035758	-0.027411	0.036828
c50	-0.017972	0.016671	-0.025300	0.083820	-0.034966	-0.000219	-0.068303	0.041117	-0.050151	-0.009447
c51	-0.028599	-0.022790	-0.014907	0.044879	0.003895	-0.011848	-0.067543	0.015256	-0.019532	0.058918
c52	-0.026291	-0.019755	-0.005956	0.057264	-0.009043	-0.008042	-0.064459	0.014079	-0.022199	0.069404
c53	-0.023990	0.035042	-0.014041	0.043964	-0.018439	-0.016088	-0.053082	0.010990	-0.022980	-0.029457
c54	-0.025568	0.040434	-0.013771	0.039959	-0.014684	-0.022663	-0.040977	-0.004942	-0.007819	-0.049499
c55	-0.024761	-0.016812	-0.007875	0.058759	-0.019585	-0.007936	-0.074167	0.033500	-0.031667	0.043223
c56	-0.024509	-0.015417	-0.005537	0.063275	-0.023163	-0.009016	-0.070292	0.044104	-0.036593	0.039532
c57	-0.020444	-0.009272	-0.005060	0.080507	-0.034523	0.005163	-0.077878	0.040348	-0.028431	0.027907
c58	-0.023284	-0.013969	-0.002953	0.064610	-0.029534	-0.004755	-0.075528	0.040754	-0.032781	0.038659
c59	-0.030005	-0.024051	-0.004756	0.038417	-0.003589	-0.019642	-0.062485	0.004994	-0.019148	0.056584
c60	-0.023547	0.032104	0.000258	0.044727	-0.000190	0.008257	-0.063114	0.013595	-0.002639	-0.051124
c61	-0.023276	0.032401	0.002690	0.044290	0.005601	0.011905	-0.060807	0.002387	0.012035	-0.062306
c62	-0.024890	-0.016677	0.011030	0.062102	-0.029109	0.001580	-0.059907	0.008856	-0.011094	0.080480
c63	-0.022225	-0.009679	0.016206	0.069846	-0.037774	0.025867	-0.062666	0.019798	-0.013116	0.055856
c64	-0.020458	0.015675	0.004418	0.067526	-0.014237	0.033095	-0.075369	0.032249	-0.005637	-0.021642
c65	-0.021498	-0.010475	0.010028	0.073329	-0.038524	0.016354	-0.068225	0.021002	-0.017227	0.051003
c66	-0.023339	-0.011795	0.014557	0.067410	-0.037379	0.014585	-0.061935	0.024167	-0.014340	0.051974
c67	-0.026730	-0.018761	0.012010	0.055823	-0.027105	-0.001986	-0.057344	0.005950	-0.012248	0.077327
c68	-0.024629	-0.015761	0.014670	0.061635	-0.033154	0.007936	-0.057829	0.009555	-0.010987	0.078660
c69	-0.024117	-0.014545	0.009703	0.063735	-0.035027	0.004495	-0.067788	0.027839	-0.017222	0.057230
c70	-0.027169	0.045689	-0.015041	0.029314	-0.013423	-0.033645	-0.030640	-0.024736	0.006241	-0.054849
c71	-0.025020	0.040322	-0.011719	0.042399	-0.007867	-0.021107	-0.040712	-0.014407	0.009522	-0.069164
c72	-0.026025	-0.020091	-0.002198	0.054864	-0.007263	-0.003439	-0.059053	-0.007709	-0.006178	0.091463
c73	-0.015305	0.005538	-0.008071	0.096196	-0.028272	0.041856	-0.083338	0.016293	-0.003365	-0.000998
c74	-0.026717	0.044929	-0.014970	0.036086	-0.010225	-0.031037	-0.031303	-0.032330	0.014113	-0.069374
c75	-0.027443	0.046631	-0.016840	0.028725	-0.014806	-0.037634	-0.024310	-0.030335	0.010672	-0.054567
c76	-0.026895	0.045142	-0.016890	0.036254	-0.015105	-0.033376	-0.027885	-0.028187	0.011839	-0.065238
c77	-0.020533	-0.014144	-0.010559	0.075524	-0.009618	0.011416	-0.067575	-0.003255	-0.015089	0.086750
c78	-0.014334	-0.000417	-0.028212	0.116697	-0.036003	0.025507	-0.091691	0.030416	-0.044010	0.014681
c79	-0.026584	-0.020351	-0.015138	0.056985	0.003348	-0.002894	-0.060166	0.008986	-0.027544	0.062715
c80	-0.027427	-0.021657	-0.017214	0.050719	0.008851	-0.001263	-0.059809	0.000331	-0.026762	0.062178
c81	-0.025481	-0.019771	-0.018679	0.055812	0.006721	0.003244	-0.063430	0.004267	-0.014868	0.068786
c82	-0.027921	-0.022448	-0.016554	0.048935	0.011554	-0.005351	-0.058932	-0.004574	-0.018923	0.068372
c83	-0.022434	-0.015956	-0.021892	0.069676	0.002464	0.007564	-0.067454	0.008885	-0.029213	0.058283
c84	-0.026702	-0.020805	-0.024638	0.052900	0.012466	0.002013	-0.064403	0.010476	-0.029209	0.051371
c85	-0.024562	-0.018141	-0.030647	0.053872	0.007115	0.009440	-0.073272	0.021509	-0.025681	0.039028
c86	-0.025854	-0.020411	-0.024474	0.053802	0.015583	0.008038	-0.061653	-0.004366	-0.020725	0.064073
c87	-0.017026	-0.006400	-0.036269	0.099880	-0.014059	0.019817	-0.078849	0.037736	-0.038809	0.011195
c88	-0.016097	0.007684	-0.045141	0.107184	-0.055801	0.022647	-0.053741	0.038227	-0.040570	-0.006394
